[-0.07004498, 1.2499578]
[-0.8404623, -0.052042514]
[-0.8266828, -0.0046065245]
[-0.53738046, -1.9414804]
[0.9064198, -0.6361061]
[-0.20262405, 1.5756471]
[0.08596043, -0.3881194]
[0.37048957, 1.2016855]
[-0.9605736, -2.62087]
[-1.2620679, -2.012167]
[1.9282905, -0.0038155466]
[-0.6455002, 0.09117964]
[-3.466485, -0.36213037]
[-1.4217247, -2.01477]
[-0.2184547, 1.1135123]
[1.2960415, 1.1642885]
[-1.7179934, 0.0050248103]
[-2.145652, 0.034069434]
[1.2183766, 0.97736806]
[-0.98721606, 0.27371487]
[-1.2713169, -0.847331]
[-0.83096206, 0.0010016412]
[-0.32151428, -0.66391814]
[-0.80520993, -1.7679644]
[0.38015077, 1.1018387]
[-0.18045485, 1.6562822]
[0.99020195, -0.24829549]
[0.44642898, 1.3946066]
[0.5145012, -1.7272649]
[-1.1708717, -1.3615429]
[-0.17101252, -1.0306755]
[-0.8352422, 0.29758954]
[-1.9352318, -0.3694569]
[-1.119642, -1.4260324]
[1.8174849, 0.78028923]
[-1.7638191, 0.16389096]
[-2.867129, -0.73737454]
[-0.75911605, 0.20257363]
[1.8873539, 1.0390191]
[2.1259542, -0.9608303]
[-0.065072, -0.062418744]
[-1.0776463, -0.7339328]
[1.1248227, 0.23730478]
[-1.7053678, 0.36139292]
[1.692959, -2.4584515]
[-0.8785187, 0.047832742]
[-0.21942835, 1.2829369]
[-1.7876618, -2.2583601]
[0.37793195, -2.2029665]
[-1.2820754, -1.1785258]
[0.50571656, -1.4334927]
[-1.3039113, -1.4490013]
[-1.5824355, -0.24907362]
[-0.31185028, 0.39290336]
[1.6525866, -1.1682385]
[1.9865236, -0.8042361]
[0.505846, -0.43972933]
[1.3248863, 1.3762692]
[0.31067264, -0.6975509]
[0.5547991, 0.3729475]
[0.72625005, -0.29858342]
[0.32532713, 1.1516064]
[-0.5742459, 0.2664677]
[-1.0232267, -1.1875771]
[1.7007906, 0.12200877]
[-0.7183344, 0.15565626]
[0.8040754, -0.4843124]
[-0.9963526, -1.53908]
[0.15056758, -1.427577]
[0.31413636, 1.3833315]
[-2.3574307, 2.0136507]
[1.1016542, 1.466378]
[2.1959155, 0.25263527]
[-0.81805, 0.4917948]
[-0.11162488, -1.0007763]
[-1.0009737, -1.833787]
[1.0439324, -0.635354]
[-1.1148717, 0.34006172]
[-0.60677236, 0.49842602]
[-1.8971635, 0.31483182]
[-0.66183746, 0.8397969]
[-2.318396, 0.5537253]
[-1.6644039, -0.1678109]
[-0.30932683, 1.7683038]
[-0.014830977, 0.19223003]
[-0.75884944, -1.8961345]
[-0.12215564, -0.987799]
[-0.9269889, -1.2815961]
[-0.90938735, -0.024740864]
[1.0167902, 0.18107797]
[-0.055950202, -1.1364782]
[2.8562577, 0.1833426]
[1.415465, 0.41906974]
[-0.7887928, -1.6140541]
[-0.57863617, 0.491284]
[-0.39241007, -1.8474017]
[-1.027944, 0.009943755]
[1.1856515, 1.5310013]
[0.32197303, 0.3793082]
[-0.79030764, -2.1095014]
[-0.13975202, 0.034778144]
[1.4880396, -0.7784127]
[1.4980634, 1.6130204]
[-0.9988894, -2.5324705]
[-1.2174492, -0.8307823]
[-1.0357744, 0.26489472]
[0.15249772, 1.6905566]
[-1.0511669, 0.30364293]
[-0.68112326, 0.42712238]
[-1.6133503, 0.22598247]
[-0.03829488, 0.83890384]
[-0.75544804, -2.0908163]
[-1.0563273, -2.2083097]
[-1.210219, -1.5396167]
[0.3637947, -0.015542408]
[-0.3524156, 1.6857865]
[-0.70787084, -0.11516808]
[-2.1392658, 0.83155197]
[-0.053251743, 0.059754297]
[-2.1666212, 0.6165717]
[-0.15517011, 0.9027156]
[-1.0891225, -1.6070924]
[-0.48294067, 0.29802898]
[0.25271514, 1.3822446]
[0.3639816, -2.4750159]
[1.2808542, 1.353563]
[-0.62951815, 0.55958587]
[-1.6193465, 0.04501542]
[0.71658236, -1.8284595]
[-0.69802576, 0.17562589]
[0.39056388, 1.001047]
[-1.0821558, -1.2700527]
[0.7037554, -2.0168035]
[0.30022037, 1.2152909]
[0.5958815, 1.5119371]
[-0.8459333, 0.36366364]
[1.4051894, 0.25376102]
[-0.70490354, 0.1635705]
[0.1988267, -1.4476285]
[-0.8721686, 0.20830342]
[-0.668654, 0.07537423]
[0.27952942, 1.1013225]
[-0.7398241, 0.8900487]
[-0.97180355, 0.13840939]
[-0.07971644, -4.143834]
[-1.0097473, 0.23751512]
[-0.96156543, -1.6707398]
[-1.1403322, -2.4367454]
[-0.36756825, 0.5122138]
[0.37763405, 0.5437038]
[-1.2212473, 0.36304384]
[-0.9772129, -1.0014608]
[-0.35472023, -1.2872794]
[0.965261, 1.6466323]
[0.13923632, -2.2092624]
[-0.49127916, -1.8299096]
[-1.6232519, -0.004983673]
[1.1877915, 1.7698247]
[-0.17234582, -0.75604695]
[-1.0039144, 0.18353744]
[-0.44082588, 0.29279596]
[-0.865331, 0.027850794]
[0.2747457, 1.1923728]
[-0.20853306, 1.4057795]
[-0.3539154, 1.0125502]
[-0.8586923, 0.23964585]
[1.9976599, -0.1922584]
[-0.98983717, -1.3915533]
[-3.512843, -0.32960063]
[-1.4160806, -2.108163]
[-0.10413454, 0.03486967]
[1.8106284, -0.9108381]
[0.027525939, -1.301526]
[-0.9228123, 0.25786814]
[-0.14196104, 0.15845606]
[0.34613207, 0.56241727]
[-0.44994774, -1.4110229]
[-1.1396507, -0.86392474]
[-0.12769376, 0.08375867]
[-1.2413906, -1.2452978]
[0.56954545, -0.095496625]
[1.5848502, 1.4575568]
[1.5715475, 1.0016674]
[-0.33009076, 1.9897642]
[-0.8064293, -2.3782582]
[-1.8641816, 0.8628293]
[-0.116075724, -0.02694947]
[-0.2656688, 1.9367789]
[1.4489056, -0.6097457]
[-1.0527047, 0.1178127]
[-0.29437855, 0.13578168]
[1.3878205, 0.6122266]
[-1.0041717, 0.010105003]
[-1.1664964, -0.16156921]
[0.37088925, 0.27987638]
[0.6567081, -0.12262754]
[-2.0568352, -1.0838062]
[-0.3429293, -0.24625619]
[-2.0168097, -0.020440452]
[0.07959164, -0.3854892]
[0.20479065, -0.8854979]
[-0.2741542, 2.788588]
[-0.24602142, 0.81828237]
[1.3970348, -0.8778296]
[-1.3295563, -0.16115464]
[-0.55947983, -0.3929033]
[0.55628026, -1.0425853]
[-0.54176116, 0.7022095]
[0.78189605, 1.2100588]
[2.092317, 1.2531667]
[0.29089597, 1.1869731]
[-1.3299485, 0.5256622]
[0.42388287, -0.85638857]
[-1.3312738, -1.4651396]
[-2.3388846, 0.09885656]
[-0.57325476, -0.4599867]
[0.055473432, -0.7930561]
[2.7232773, 2.297191]
[-0.08182132, 0.5988018]
[-0.9097463, 0.5037779]
[-0.7959659, -1.9893519]
[-0.24568975, -1.6524305]
[-0.12800828, 1.2096394]
[-0.12912907, -0.56895655]
[0.35796967, -0.56971306]
[-0.6951451, 0.61040175]
[0.030933267, 0.16183747]
[-0.6505157, -0.6606075]
[-0.03528931, 0.008028798]
[1.4734882, -1.1111814]
[-0.59860253, 0.22160278]
[-0.5732163, -0.106536984]
[0.061431725, -0.016175592]
[0.61476475, 0.3614541]
[-2.2158446, 0.6560752]
[-0.23363395, -1.986756]
[-0.1746428, -0.8807432]
[0.31616485, 1.1263082]
[-1.107379, 0.17261066]
[-0.73393464, 0.7976938]
[-0.026578382, 0.004725871]
[0.36745158, 1.1520535]
[-0.21781538, -0.9264786]
[0.32047293, 1.0401933]
[-0.9881959, 0.1610697]
[-0.14299645, -0.81564546]
[-0.27054918, 0.24803959]
[-1.3007755, 0.19613327]
[-0.3760013, -2.1085997]
[-0.4742704, -0.91277045]
[-0.75457585, 0.28238454]
[1.9650832, 1.0094428]
[0.47744372, -0.45292312]
[0.6699511, -0.016411148]
[0.9843283, 0.9070033]
[0.5074063, -0.08119131]
[-1.0096684, -1.9106119]
[1.7662972, 1.3475705]
[-0.6855958, 0.10930953]
[-1.411649, 0.6187515]
[-1.611204, -0.2898317]
[1.0689261, 1.2246485]
[2.0370677, 0.81124485]
[-1.2431096, 1.2915963]
[1.6084833, -1.4644558]
[-1.4806558, 0.30921668]
[-0.040734366, -1.0677356]
[0.5207979, -0.17327772]
[0.4521943, -0.48706242]
[4.450597, 0.7477874]
[-0.24075332, 1.2447537]
[0.7196502, 0.031655002]
[-0.38475344, 0.42008922]
[0.09051674, 0.37079546]
[-0.40362918, 0.34941012]
[0.25678512, -0.47592235]
[-0.67399746, 0.841416]
[-0.718765, 0.7476419]
[0.5937201, 0.76759064]
[0.0020048805, 0.2748086]
[-2.1417692, 1.1680969]
[-0.25427124, -1.3084964]
[0.42797285, 0.021073498]
[-1.0327026, -1.4929899]
[0.1619567, -2.3291357]
[-2.2545838, 0.3870319]
[-0.58868337, -0.26619938]
[-0.37826467, -0.71291304]
[0.30353117, 1.0626894]
[-0.25850025, -1.7115278]
[-0.59098667, -3.9473782]
[-0.7170535, 0.6290792]
[1.3938024, 1.1635797]
[-0.33847564, 0.4644423]
[2.1828964, 0.14888231]
[-0.8252441, -1.8594439]
[-0.9569982, -0.00031705387]
[1.6520388, -0.9776533]
[-0.5084704, -2.5072591]
[0.10016156, -0.7000916]
[-0.3692166, 0.16126731]
[-0.3329596, 0.60656303]
[2.395336, 1.2770303]
[-0.6458015, -2.0317135]
[1.0787216, 0.85561097]
[0.32375732, 1.0246916]
[2.0194309, 0.14343065]
[1.1032373, 0.7406433]
[0.59009194, 0.11406115]
[0.28899267, 1.0791095]
[-0.5036101, 0.09803412]
[-2.7869217, 0.2233858]
[-0.31086722, 1.2978142]
[-0.41335833, 0.8125506]
[0.023390388, 0.019632887]
[0.124198005, 1.980222]
[1.191356, -0.5922324]
[-0.46375474, 3.0271044]
[-0.12235652, 1.0122511]
[-1.6590931, 0.7146952]
[-0.08121282, -0.8950512]
[1.1845968, 0.71948594]
[0.0093438905, 0.87725115]
[-3.6290069, 0.43302768]
[0.6715444, -2.9539695]
[1.2780161, 1.6488215]
[0.28775272, 0.36502537]
[-0.5337037, -1.9153976]
[-0.60776836, 0.13541222]
[-0.69286275, -2.192845]
[0.12821406, -2.728141]
[-0.24984722, 2.095564]
[-2.1500492, 0.15430155]
[-0.20179361, -1.4279165]
[-0.5213758, 0.031420864]
[-0.112558454, -0.80850416]
[0.42448115, -0.7130114]
[1.7756518, 2.0749578]
[1.229927, 1.1619147]
[0.5509209, 0.3380999]
[-0.8990151, -0.08152224]
[-1.5527843, 0.50856006]
[0.95830256, -0.4475135]
[-1.2181093, -2.0110533]
[0.55271506, -0.7739015]
[-1.0466094, -0.8761732]
[1.3271041, 1.6712288]
[-0.051286906, -1.5500944]
[0.2678466, -0.049338825]
[0.25078988, 1.385268]
[0.6957644, -2.3132994]
[-0.34145516, -0.9558893]
[2.761972, 1.6203549]
[-0.48980853, 1.6663307]
[-1.6773278, -0.19999938]
[-0.7526659, 0.64450216]
[-2.1058807, 0.26365107]
[-0.74948406, -1.8447381]
[-0.17803508, 0.92769086]
[2.8216598, 0.7638377]
[-0.69317013, 0.07109311]
[-1.6002735, 0.37697643]
[-0.4445971, -1.0109886]
[0.92275834, 0.79473275]
[-1.0292048, -0.037884355]
[0.12787586, 0.41368532]
[0.09861134, 1.087628]
[0.27436614, -0.75582737]
[-0.40831488, -0.13078642]
[-0.7676742, 0.24923746]
[0.1881403, -2.6271966]
[1.8821496, 1.3902675]
[1.8008385, 0.6651535]
[-1.742099, 1.138057]
[-1.6322776, -0.01565411]
[0.584278, 0.5173379]
[-0.44456765, -0.097447164]
[-0.9576846, 0.06341505]
[0.1409177, 0.091572605]
[-0.72901034, -1.3415133]
[-0.022511397, 0.086420305]
[-0.12646203, 3.0830243]
[-1.0153519, 0.7586101]
[0.21576063, 1.4839945]
[1.7519488, 0.4588712]
[-0.7510674, 0.16834934]
[1.7647151, 0.35342473]
[-0.6915135, -0.80601233]
[-1.8984455, -2.1434283]
[3.7811923, 0.95032614]
[0.14954117, -2.36962]
[-2.377914, 1.0465227]
[-0.9685933, 0.4173392]
[-0.51729375, -0.62416863]
[-2.4603846, -0.09897824]
[-0.8660245, -0.7778037]
[1.3700261, 0.26374918]
[0.36796746, 1.1899759]
[0.957282, -0.5326618]
[-0.27870885, 0.46550977]
[1.2806501, 1.1199393]
[-0.36704853, 0.3379106]
[-0.68444526, 0.27936286]
[-1.4756222, -1.5821191]
[-0.25260055, -1.5393695]
[-1.3219745, -1.3190416]
[0.6363089, 0.32447734]
[-0.2283513, 2.6448467]
[-1.3077351, -0.5289109]
[-1.5365899, 1.5571412]
[-0.48820373, 0.28224564]
[-0.8432109, -0.86688054]
[-1.2475145, 0.22825494]
[0.6932299, 0.57072955]
[-0.079020865, 0.8461058]
[-0.23325616, 2.1866937]
[0.4663241, 0.11339948]
[-0.97687864, 2.1775005]
[-1.7581332, -0.13276003]
[0.0008131387, -0.76133955]
[1.2354057, -0.81767696]
[-1.1857202, -0.937871]
[0.37852782, 0.07513871]
[-1.9796357, 0.97633165]
[0.4083579, -0.6383479]
[0.24282631, 2.0914114]
[-0.3524051, -0.9873522]
[0.64569074, 0.51035607]
[0.85028917, -2.5156395]
[0.3812016, 1.2723346]
[0.8091062, -0.41087633]
[0.15801777, 0.5105382]
[0.62627405, -0.9187444]
[-1.4108672, -0.96925527]
[0.7302641, -1.6598419]
[-0.8787383, 0.34439072]
[0.96158123, -0.27080578]
[0.089600235, 1.4820952]
[1.1500441, -0.2939728]
[-1.9869086, 0.9863753]
[-0.19368792, 0.13522646]
[0.64158523, 0.4423267]
[0.18973637, -1.1729529]
[0.3757153, 1.2079333]
[0.3563128, -2.6960588]
[0.34972495, 1.3027993]
[-0.61225677, 0.7082307]
[0.031462505, -0.72823316]
[-0.25273073, 0.97743607]
[-0.7092821, 0.25899345]
[-2.2257395, -0.34419444]
[-0.71985465, 0.3434354]
[0.31960902, -2.4949129]
[-1.3327373, 0.63439363]
[0.54560566, -1.080478]
[-0.87917745, 0.47300896]
[-0.7003924, -0.07512556]
[-0.2925166, 0.47220874]
[0.58169425, -1.8002089]
[-0.87946963, 1.0756676]
[0.35781148, 1.2873422]
[1.226697, 1.5975691]
[1.7487091, 0.22106475]
[1.3436563, 1.4051964]
[1.2794641, 1.44667]
[-2.1444945, 0.7109237]
[-0.34349892, 0.3690751]
[-0.30668977, 1.9607651]
[-0.12646241, 0.13294217]
[2.1782353, 1.5652905]
[0.0973412, 0.4688807]
[-0.20843387, 1.8527447]
[-1.656496, -0.14688781]
[0.31661052, 0.5439284]
[0.7460546, 0.65234727]
[-0.8308024, 0.39344594]
[0.95796704, -1.6312046]
[1.3976953, 1.597772]
[-0.28290963, 0.83319926]
[-0.9793393, 2.2018132]
[-0.7645036, 0.43158883]
[-0.25543502, 0.46164098]
[0.02815473, -3.0255177]
[-2.8773153, 0.6301164]
[0.034609303, 1.0136186]
[-0.90027356, 0.35913205]
[0.52097243, -1.4956273]
[0.6027625, 0.54989713]
[-0.2746796, 0.7200974]
[-1.2602177, -0.94581807]
[-0.9479379, -0.098486416]
[-0.7054269, -0.73534834]
[2.2814226, 0.899127]
[0.15032433, 1.7682464]
[0.18835899, 0.13701217]
[0.11139243, 0.27841505]
[-0.21565144, 0.10404436]
[1.8444854, -0.98571]
[1.4918437, 0.47022653]
[-0.2343623, 1.4426284]
[0.81074566, -1.1217164]
[-0.26573887, -0.6494142]
[0.66419315, 0.7587057]
[-2.0090718, 1.1185006]
[0.4872171, 0.16425583]
[-0.58003306, -1.0523337]
[0.007754924, 0.62487024]
[-1.09663, 1.4716382]
[-1.8899258, -0.9507196]
[-1.9132949, 1.0837394]
[-2.9116414, 0.31815988]
[0.5853337, 0.56684744]
[-0.42231473, -1.5613841]
[0.588385, 1.2732645]
[-0.5343365, -2.090739]
[1.7684307, 1.3403516]
[-0.46776116, 0.03768731]
[1.590992, 1.9172692]
[-0.67022485, 0.54235977]
[-2.7086525, 0.7366868]
[0.765363, -1.4699692]
[0.47138306, 0.47499725]
[-1.4008394, 0.6173802]
[-0.92614996, 0.12601072]
[1.3543919, -1.7776418]
[-0.963473, -1.3614862]
[1.1664222, -1.6660615]
[-0.24378751, 1.2330065]
[-0.4635217, -1.2152085]
[1.2190171, -0.31243458]
[0.50920343, 0.14940454]
[-0.5787146, -0.80599153]
[0.35455528, -1.2495838]
[-0.81664413, 0.35881937]
[-1.2104328, -2.8405397]
[-1.1766177, -0.8563039]
[0.9364549, -0.37835738]
[3.3883188, 1.1838119]
[0.30290267, -1.4837922]
[-2.2187312, 0.8890199]
[1.4397707, -0.85606104]
[-0.646857, 0.76087713]
[0.980756, -1.5583919]
[-0.8874741, -0.0515534]
[-0.7893374, -2.814778]
[-1.0069523, -1.0621711]
[1.1587766, -0.48912418]
[-0.8119334, 1.4409937]
[-0.87475234, 0.09114648]
[-0.9353703, 0.9619803]
[-0.44217393, 2.5510726]
[-1.2179406, -1.0370741]
[-0.4206691, 0.26888293]
[0.9395819, 1.8312676]
[1.2392538, -0.80245274]
[-2.697232, 1.3362066]
[-2.023841, -0.3409007]
[0.4770215, 0.57930666]
[1.1243818, -0.7879894]
[-0.94702125, 0.022933666]
[-1.2585906, 1.4769223]
[-1.4440763, 2.7910364]
[-0.820625, 0.16518673]
[-0.85540193, 1.1649952]
[1.9929368, -0.9473445]
[-0.8893776, 0.80326116]
[-0.37217778, 1.2453561]
[-1.3021431, 1.7758305]
[-2.029843, -0.87065417]
[-0.24480109, 2.2512693]
[0.0052714413, -0.8946745]
[-3.7046556, 1.3499556]
[-0.60224766, 0.6748536]
[-1.1228147, -1.2153418]
[-1.733402, -0.27929074]
[-1.2315359, -1.3475]
[0.70493436, 0.3580784]
[0.9495837, 1.6130359]
[-0.13420351, 0.011739408]
[-1.1118709, -1.010201]
[-0.087848686, 1.2712607]
[1.5786327, 1.6717447]
[0.9358975, -1.7065295]
[-0.33541662, 2.5299613]
[-0.25964192, 0.42771316]
[-0.73134375, -0.83664906]
[-0.66337526, -2.3128464]
[-2.621925, 1.0200444]
[1.2327149, 0.315502]
[-0.671261, -0.7478627]
[0.22610548, -2.1707063]
[-0.55192506, 0.8569316]
[-0.13582167, -2.9247591]
[-0.6760713, 0.8368296]
[-0.2749883, 2.0290334]
[-0.24067722, 0.45822564]
[0.51700354, 0.09020439]
[-0.22997382, 0.36519742]
[0.23641752, -3.5899785]
[0.4781257, 0.55583745]
[-0.99809414, 0.35161966]
[5.6674604, -0.026011214]
[1.8497186, -0.58950967]
[-1.1935937, -1.4525491]
[0.18148074, 1.2335899]
[0.9695736, 1.6713632]
[1.3971143, 0.6879531]
[0.4359217, 1.1879854]
[0.5214876, -1.063615]
[-2.3393054, 1.1483788]
[-0.030635592, 0.00019567576]
[-0.79825425, -0.6849133]
[-1.0593187, 1.568955]
[-0.5718012, 3.1466033]
[0.21565111, -0.6120082]
[2.2226305, 1.8235668]
[0.16669524, -2.3157058]
[-0.32560456, 0.91441566]
[-0.92797977, -0.58947027]
[-0.93887407, -1.1122009]
[2.4099903, 1.4935064]
[-0.9869332, 1.3315022]
[-0.14644624, 0.32841253]
[0.22778548, 1.6406348]
[-0.84421897, 0.5872931]
[0.3345786, 1.4515904]
[0.27854186, 0.05847712]
[-0.26279008, 0.39225444]
[1.271246, -0.7010884]
[-0.8858675, -0.0756398]
[-0.10102883, -1.8313777]
[-0.7907495, 0.3252366]
[0.31091014, 1.256756]
[-0.9149283, -0.72174835]
[-0.542675, 0.92827845]
[-0.55262434, 1.650799]
[-0.14185973, 0.6957378]
[-2.6019564, 1.8288684]
[-0.81314915, -0.578055]
[1.3642229, 1.7743195]
[-0.07416672, -1.166839]
[-0.9278028, 0.43298924]
[-1.2174104, -0.1582905]
[-0.69334126, -0.8535138]
[-0.54147655, -2.0285115]
[-0.37542042, 2.901437]
[-0.8173467, -2.649887]
[0.6940398, -0.15399502]
[-0.3086912, -1.091348]
[-1.985356, 0.70651263]
[-0.49767384, 0.3666713]
[-1.9673572, 0.4664093]
[1.3027928, 1.1703336]
[-0.9728805, -1.0269811]
[-0.64740473, -0.03136248]
[-0.12452869, 1.8937081]
[0.09510088, 0.6980373]
[-0.28520516, 1.8324049]
[-2.207525, 0.02750649]
[6.1148043, 0.12475683]
[0.6598148, 0.20413762]
[-0.9668833, -1.3339778]
[-0.48850948, 0.5464365]
[-0.83399165, 0.2110926]
[-1.6625531, -0.025673069]
[-0.88440824, 1.6455611]
[-0.9985161, -0.0016415752]
[-0.9829859, -1.1044654]
[-0.20945612, -0.83173585]
[-1.0391033, -1.0024573]
[-0.9293621, -0.10277199]
[-0.8336349, 0.6410448]
[2.0795374, 0.90781826]
[0.10930842, 0.951837]
[-0.32169583, -1.0462056]
[0.31663653, 1.4661342]
[0.26889932, 1.2691028]
[-0.703432, -1.3799461]
[0.23474324, 0.49053645]
[-1.9034379, 1.1079408]
[-0.34132236, 1.2826301]
[-1.0769203, 1.3914108]
[-0.39368135, -0.73057574]
[-2.7334208, 3.1182709]
[-1.0387172, -0.7903451]
[-0.030031128, 0.65624607]
[0.039436452, -0.9781963]
[0.5870113, 0.45735168]
[-0.042412132, -0.032911114]
[4.20558, 0.20370084]
[-0.73093677, 0.29749003]
[-0.88339096, -1.2206762]
[1.6072273, 0.35047302]
[-0.9537319, 0.3833362]
[0.59747356, 0.124305874]
[1.8118892, -0.7409989]
[-0.23675016, -1.1356691]
[-2.2062416, 1.1696585]
[1.3985167, 1.5830567]
[-0.8678179, -0.4907937]
[0.073342554, -2.3129928]
[-0.2910251, 0.5205658]
[-0.3896264, 1.1395411]
[0.650884, 0.5636163]
[-1.0885161, 0.24870254]
[1.4312601, 1.4263629]
[0.978788, 1.3047333]
[4.529005, 0.8194306]
[-0.034631383, 0.16869672]
[-0.73702073, 0.74861884]
[-0.552785, 0.14995158]
[-0.20293511, 2.3086605]
[1.254077, 0.37136412]
[0.5949872, 1.0492897]
[-0.8777138, 1.0526152]
[-0.91289043, -0.85971695]
[0.1046464, 1.2674214]
[-0.47534424, -2.1770523]
[-1.5479304, -0.8787679]
[0.35479566, 1.402092]
[0.9398176, -1.9770707]
[-0.9812682, 0.93441045]
[-2.4039378, -2.8787556]
[0.21945657, 1.5439279]
[-0.20439821, 1.2922227]
[2.3337903, 0.28396225]
[0.6959679, 0.46831584]
[-2.5671444, 0.030918157]
[0.48350063, -0.10098224]
[0.29992452, 0.20992586]
[0.0148103405, 0.23203468]
[-0.24234775, 0.2500486]
[0.3073604, 1.2907627]
[-0.555581, -2.6742036]
[-0.69898397, -0.35364679]
[1.8574663, -0.6941331]
[-1.0491129, -0.013715239]
[-0.056642927, -1.0478715]
[-1.4187884, 0.41761124]
[-0.620405, 0.28604245]
[-1.1096885, -0.1717776]
[-1.1846324, -1.8834624]
[0.62636334, 0.060751215]
[2.0299027, 0.49075136]
[-2.4146726, -0.6042489]
[-1.7070577, 0.021060087]
[-0.25129792, 0.03437535]
[0.28064585, 0.31156325]
[0.2651061, 0.21169616]
[-0.25711164, 0.26420012]
[0.78649503, -1.7781526]
[-0.16073938, -2.3913093]
[0.1914666, -0.8018806]
[-0.054392263, 0.83993053]
[-0.55290234, -0.6319047]
[-1.5016103, 1.0689297]
[-1.0221943, 0.08855076]
[-0.9660246, -2.3265498]
[-3.0453346, -0.24432747]
[-0.65415055, 0.3156235]
[0.034973215, -0.2805451]
[2.2231486, 0.3076284]
[0.5533747, 0.13748729]
[-1.725364, 0.040302265]
[-0.042794593, -0.6925494]
[0.348867, 0.25975698]
[0.5041924, 0.16413602]
[-0.24555832, 0.2715148]
[1.5244294, -1.3467984]
[-1.4454942, 0.6523938]
[-0.38328657, -0.1199213]
[0.3242634, -0.81410444]
[0.2478102, -1.5064934]
[-0.6275079, 0.2501378]
[-1.7253495, -0.41017783]
[-0.6299455, -0.25122398]
[-0.47883233, -2.019242]
[-0.0021258537, 0.8561635]
[-0.08716619, 0.063264675]
[-0.68622684, -2.4735425]
[-0.47078046, -0.79030985]
[-1.2824237, -2.281981]
[-0.33422214, 1.3268045]
[-0.054289147, 0.6800755]
[-0.19420922, 0.014323959]
[1.3290672, 1.3324066]
[0.20960581, 1.0342073]
[-0.6243712, 0.26513454]
[-1.572879, 0.7614846]
[-0.8147176, 0.024706852]
[1.0263232, -0.6397672]
[-0.057384748, 0.024209652]
[1.8363199, 0.0021871077]
[-1.2212105, -1.1250287]
[0.28702372, 1.3638674]
[-0.70502895, 0.29129547]
[1.8893675, 0.5497984]
[-0.44284728, 0.120367095]
[0.06345174, -2.3142347]
[1.1924433, 1.4968973]
[1.0388559, 1.5261608]
[0.3093487, 0.27664217]
[-0.43400326, -1.8893768]
[-2.6777928, 0.283558]
[-1.8730392, -1.3409327]
[1.2054701, 1.3987905]
[-1.5684915, 0.36714494]
[0.50195646, 0.060684297]
[0.3384768, -1.1922314]
[-0.0075001195, 0.80551803]
[-1.0144792, 0.10046545]
[-0.54880786, 0.35340223]
[0.46430737, -3.2504096]
[-0.58523935, 0.47460803]
[-0.09291783, -0.045988884]
[-0.05741817, 0.03984058]
[1.3825376, -1.8459315]
[-0.3091086, 0.3079924]
[0.6608762, 0.30132666]
[1.4490855, 1.1356196]
[0.2977414, -0.014313474]
[-1.2200732, -1.3087585]
[-0.5948682, 0.071844235]
[-1.2239057, -1.5462878]
[1.0235823, -0.29406837]
[-2.165, 0.40983778]
[0.7287564, -1.9344989]
[0.4349717, 0.8536678]
[-0.024101336, -1.0624056]
[-4.0107636, 0.5895954]
[-1.6666007, 0.050238114]
[-0.32406387, 0.29330736]
[-0.6523862, 0.97296023]
[0.9189302, 1.4526112]
[0.28822258, 0.35568288]
[-0.24473402, 0.29304877]
[-0.5354967, -2.2284222]
[0.48399204, 0.97625524]
[1.523678, -0.24212296]
[-0.553062, -2.218719]
[1.0232831, 1.5668683]
[-0.82217824, -0.027868988]
[-0.028012995, 0.17056955]
[-0.009481539, -1.1497798]
[0.24463397, 0.6092905]
[-0.32736218, -2.1980557]
[-0.52291894, -0.082794495]
[-0.10155086, -1.143857]
[-0.5538059, 0.11572016]
[1.2082807, 1.5736346]
[1.7983512, -0.42949796]
[-0.10253474, -2.8927753]
[-0.7855373, -0.58489823]
[-0.69584405, 0.28540114]
[0.35804787, 0.11105157]
[-0.32209578, 0.25346872]
[1.6850259, -0.47134393]
[0.31726322, 0.28566614]
[-1.5124323, -0.42262143]
[-0.08319043, -1.0912169]
[0.14943932, -1.4146914]
[-1.002841, -2.616912]
[0.19339904, 0.10431336]
[-0.50560987, -2.4163976]
[-0.75125915, -0.57758826]
[-0.062323526, 0.77756053]
[-2.587474, -1.1680793]
[-1.380788, 0.63608617]
[-0.23336297, -0.6800082]
[-0.04451096, 0.24994548]
[-1.4796809, 0.34199747]
[0.3990682, 0.061592452]
[0.7355696, -1.858353]
[-0.68275124, 0.32906097]
[-0.44389522, 0.16682982]
[-1.053002, -2.5353155]
[-1.3124433, -0.13765602]
[0.33693302, 0.9789363]
[0.18188147, 1.5653473]
[-0.4664923, -2.2311773]
[0.057717342, 0.9353765]
[-0.004536316, -1.3387948]
[2.0508316, 0.8903659]
[1.8435199, -0.71780574]
[-0.1712821, -0.08879389]
[-1.1419849, -1.2707502]
[2.5675938, 0.5009689]
[-1.8832842, -0.002769919]
[0.2665744, 0.27343115]
[-1.0288268, 0.14162764]
[-0.32111785, 0.17270769]
[0.98919064, 1.5413665]
[-1.2759871, -0.21524546]
[0.37686813, 1.0497656]
[0.376732, -1.6314818]
[-2.1112447, 0.1569058]
[1.1732455, -0.5023076]
[-1.6557246, -0.15431298]
[0.7843206, -0.2626211]
[0.050614454, -1.1777394]
[1.5496839, 0.63014114]
[0.26523247, 0.25402465]
[-1.0097916, -2.395925]
[0.036653463, 0.3005316]
